id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary
4937,Narol,Lumber,0,1,1,1,Forest,,,,,,,,
4939,City of Lubaczow,Sulfur,0,1,2,2,Farmlands,,,,,,,,
4941,Warta,0,0,2,1,2,Grasslands,,,,,,,,
2778,Bogoria,0,0,1,1,1,Hills,,,,,,,,
550,Belgia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3290,Luksemburg,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3105,Francja,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3013,Slowacja,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2137,Wadowice,Confectionery,0,6,8,6,Urban,,,,,,,,
3418,Pradnik Bialy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3291,Bronowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3222,Zwierzyniec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3188,Krowodrza,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3162,Debniki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3140,Pradnik Czerwony,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3100,Czyzyny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3065,Mistrzejowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3042,Wzgorza Krzeslawickie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3016,Nowa Huta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3007,Swoszowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3008,Podgorze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3236,Lagiewniki-Borek Falecki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3237,Biezanow-Prokocim,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
998,Podgorze Duchackie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4357,Stara Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3445,Kiekrz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3444,Osowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1805,Matarnia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1806,Kokoszki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1807,Jasien,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1808,Orunia Gorna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1809,Orunia Dolna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1810,Olszynka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1811,Krakowiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1812,Swibno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1813,Sobieszewo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1814,Oliwa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1815,Stara Oliwa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1816,Bretowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1817,Przymorze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1821,Port,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1822,Stogi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1823,Wrzeszcz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1824,Piecki-Migowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1829,Maly Kack,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1833,Wielki Kack,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1836,Dabrowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1500,Martwa Wisla,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1501,Wisla Smiala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1838,Wiczlino,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1840,Oksywie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1844,Pustki Cisowskie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3062,Chwarzno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3063,Cisowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3064,Chylonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3280,Stodoly,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3278,Boguszowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3277,Niedobczyce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3232,Wielopole,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3206,Meksyk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3153,Ochojec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3106,Gotartowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3091,Murcki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3089,Ligota-Panewniki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3019,Kostuchna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4827,Zarzecze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4828,Dab,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4829,Brynow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4830,Giszowiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4831,Janow-Nikiszowiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4832,Muchowiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4833,Dabrowka Mala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4834,Krzyzowniki-Smochowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4835,Lawica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4836,Grunwald,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4837,Swierczewo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4838,Jezyce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4839,Piatkowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4840,Wilda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4841,Gluszyna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4842,Krzesinki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4843,Winiary,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4844,Naramowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4845,Morasko,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4826,Zegrze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4825,Glowna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4824,Antoninek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4823,Krzesiny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4822,Zemborzyce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1319,Jezioro Lublin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4821,Abramowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4820,Wrotkow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4819,Ponikwoda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4818,Hajdow-Zadebie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4817,Glusk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4816,Slawin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4815,Weglin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4814,Szerokie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4813,Czechow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4812,Felin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4811,Kosminek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4810,Dziesiata,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4809,Czuby,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4808,Tatary,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4807,Nad Nerem,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4806,Ruda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4805,Chojny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4804,Wiskitno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4803,Osiedle-Andrzejow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4802,Mileszki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4801,Nowosolna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4800,Dolina Lodki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4799,Stoki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4798,Widzew-Wschod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4797,Chojny-Dabrowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4796,Rokicie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4795,Os Wzniesien Lodzkich,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4794,Lagiewniki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4793,Baluty Zachodnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4792,Baluty Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4791,Radogoszcz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4790,Zlotno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4932,Stare Polesie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4933,Lublinek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4406,Glebokie-Pilchowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4405,Warszewo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4404,Pogodno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4403,Niebuszewo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4402,Gumience,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4401,Pomorzany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4400,Wyspa Pucka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4399,Zelechowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4398,Goclaw,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4397,Miedzyodrze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4396,Skolwin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4395,Podjuchy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4394,Sloneczne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4393,Plonia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3585,Dabie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3451,Wielgowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4135,Male Dabie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1327,Dabie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1304,Zalew Szczecinski Zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1888,Zalew Szczecinski Poludnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1976,Zalew Szczecinski Wschod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2978,Szczecin Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1290,Odra Zachodnia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1291,Odra Zachodnia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1292,Regalica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1293,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3196,Kasztanowe,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4000,Swinia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4001,Oplawiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4019,Osowa Gora,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4018,Legnowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4017,Fordon 2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4016,Las Gdanski,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3695,Brydyujscie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3657,Wypaleniska,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3609,Gorny Taras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3565,Zimne Wody,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3544,Piaski,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3515,Rynkowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3281,Bartodzieje,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3268,Blonie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3184,Lotnisko,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3124,Glinki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2991,Bydgoszcz Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3103,Piaski,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3090,Starotorunskie Przedmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3049,PodgĂłrz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3171,Stawki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3180,Barbarka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3234,Wrzosy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3257,Kaszczorek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3282,Katarzynka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3298,Bydgoskie przedmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3314,Bielawy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3396,Na Skarpie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3422,Rudak,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3482,Rubinkowo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3520,Bielany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3808,Mokre,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
72,Torun Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3650,Wroclaw Zerniki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3681,Wroclaw Pilczyce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3655,Wroclaw Ratyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3577,Wroclaw Pracze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3531,Wroclaw Redziny,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3135,Wroclaw Polanowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3122,Wroclaw Swiniary,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3083,Wroclaw Karlowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3073,Wroclaw Poludnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3037,Wroclaw Swojczyce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3017,Wroclaw Sepolno,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3060,Wroclaw Muchobor,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3134,Wroclaw Zakrzow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3095,Bukowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3133,Folwark,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3148,Bialogon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3560,Barwinek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3561,Podkarczowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4639,Zalesie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4638,Os Na Stoku,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4637,Szydlowek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4636,Skrzetle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4635,Herby,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4634,Slichowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1120,Kielce Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4633,Budziwoj,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4632,Biala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4631,Bzianka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4630,Zalesie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4629,Nowe Miasto,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4628,Drabinianka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4627,Przybyszowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4626,MatysĂłwka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4625,Slocina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4356,Wilkowyje,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4355,Zaleze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4354,Zwieczyca,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4353,Zawiszy Czarnego,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4352,Staromiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4351,Kotuli,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4350,Pogwizdow Nowy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2788,Rzeszow Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4349,Dojildy Gorne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4348,Dojilidy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4347,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4346,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3226,Zawady,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3225,Nowe Miasto,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3224,Bagnowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3191,Jaroszowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3189,Starosielce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3152,Wygoda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3099,Piasta-Skorupy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3098,Bacieczki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3052,Bialostoczek,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2725,Sloneczny Stok,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2724,Kawaleryjskie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1065,Bialystok Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2723,Jelen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2722,Cezarowka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2721,Byczyna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2720,Kozmin-Jeziorki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2719,Dlugoszyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2718,Szczakowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2717,Pieczyska,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2716,Dabrowa Narodowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2715,Wesole Miasteczko,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2714,Bory-Stara Huta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2713,Ciezkowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2712,Wiloszyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2711,Niedzieliska,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2710,Dobra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4080,Jaworzno Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2709,Bledow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2708,Okradzionow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2707,ĹÄ™ka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2706,Tucznawa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2705,Zabkowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2704,Trzebieslawice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2703,Ujejsce,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2702,Strzemieszyce Wielkie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2701,Strzemieszyce Male,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2700,Losien,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2699,Antoniow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2698,Golonog Wschodni,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2697,Golonog Poludniowy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2696,Reden,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2695,Zielona-Pogoria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4224,Jezioro Pogoria,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2693,Huta Katowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2692,Pustynia Bledowska,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
1155,Dabrowa Gornicza Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2691,Maczki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2690,Srodula,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2689,Zagorze Polnocne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2688,Pogon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2687,Modrzejow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2686,Milowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2685,Stary Sosnowiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2684,Sielec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2683,Kalinowa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2682,Juliusz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
