id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary,Satellite City,Training Area
4272,Trojanow,Tourists,0,1,1,1,Grasslands, , , , , , , , ,,
4273,Przylek,0,0,1,1,1,Grasslands, , , , , , , , ,,
4274,Pionki,0,0,1,1,1,Forest, , , , , , , , ,,
4276,Borki,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4277,Tczow,0,0,1,1,1,Farmlands, , , , , , , , ,,
4278,Cieplielow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4279,Wierzbica,0,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
4280,Wolanow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4281,Kowala,0,0,1,1,2,Grasslands, , , , , , , , ,,
4282,Kurow,Fur,0,1,1,1,Farmlands, , , , , , , , ,,
4283,Mirzec,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4284,Ilza,0,0,2,1,2,Forest, , , , , , , , ,,
4285,Karczmiska,Beer,0,1,1,1,Grasslands, , , , , , , , ,,
4286,Lipsko,0,0,1,2,1,Farmlands, , , , , , , , ,,
4287,Solec nad Wisla,0,0,1,1,1,Farmlands, , , , , , ,1, ,,
4288,Kutno,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
4289,Nowe Ostrowy,Horses,0,1,1,1,Farmlands, , , , , , , , ,,
4290,Domaniewice,Pigs,0,1,1,1,Grasslands, , , , , , , , ,,
4291,Leczyca,Stone,0,1,1,1,Grasslands, , , , , , , , ,,
4292,Kozminek,0,0,1,1,1,Farmlands, , , , , , , , ,,
4293,Uniejow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4294,Wrobelew,0,0,1,1,1,Farmlands, , , , , , , , ,,
4295,Liskow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4296,Malanow,0,0,1,2,1,Grasslands, , , , , , , , ,,
4297,Radzanow,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4298,Lubnice,0,0,1,1,1,Farmlands, , , , , , , , ,,
4299,Czajkow,Triticale,0,1,1,1,Forest, , , , , , , , ,,
4300,Szadek,0,0,1,1,1,Farmlands, , , , , , , , ,,
4301,Kielczyglow,Iron,0,1,1,1,Grasslands, , , , , , , , ,,
4302,Turek,0,0,1,1,2,Grasslands, , , , , , , , ,,
4303,Zelazkow,0,0,1,1,1,Farmlands, , , , , , , , ,,
4304,Przykona,0,0,1,1,1,Grasslands, , , , , , , , ,,
4305,Zelow,Wool,0,2,1,2,Woods, , , , , , , , ,,
4306,Kloczew,Dairy,0,1,1,1,Grasslands, , , , , , , , ,,
4307,Skomlin,0,0,1,1,1,Grasslands, , , , , , , , ,,
4308,Rudniki,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
4309,Bralin,0,0,1,1,1,Farmlands, , , , , , , , ,,
4310,Lututow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4311,Leka Opatowska,0,0,1,2,1,Grasslands, , , , , , , , ,,
4312,Praszka,Copper,0,1,2,2,Farmlands, , , , , , , , ,,
4313,Czastary,0,0,1,1,1,Grasslands, , , , , , , , ,,
4314,Wieruszow,0,0,2,3,2,Grasslands, , , , , , , , ,,
4315,Doruchow,0,0,1,1,1,Woods, , , , , , , , ,,
4316,Lipnik,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4317,Sadowie,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
4318,Rakow,Cloth,0,1,1,1,Woods, , , , , , , , ,,
4319,Wilczyce,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4320,Raclawice,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
4321,Radziemice,Salt,0,1,1,1,Farmlands, , , , , , , , ,,
4322,Annopol,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
4323,Michalow,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
4324,Biala Rawska,Vegetables,0,2,1,2,Farmlands, , , , , , , , ,,
4325,Skierniewicze Centrum,Cloth,0,2,1,2,Urban,1, , , , , , , ,,
4326,Skierniewicze,Lumber,0,1,1,1,Grasslands, , , , , , , , ,,
4327,Budzieszewice,0,0,1,1,1,Farmlands, , , , , , , , ,,
4328,Gluchow,Dairy,0,1,1,1,Farmlands, , , , , , , , ,,
4329,City of Gostynin,Dairy,0,2,3,3,Forest,1, , , , , , , ,,
4330,Gabin,0,0,1,1,2,Farmlands, , , , , , , , ,,
4331,Lack,0,0,1,1,1,Forest, , , , , , , , ,,
4332,Bielawy,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4334,Kiernozia,Cattle,0,1,1,1,Farmlands, , , , , , , , ,,
4335,Wiskitki,0,0,2,1,1,Farmlands, , , , , , , , ,,
4336,Godzinaow,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4337,City of Sieradz,Chemicals,0,5,9,7,Urban,1, , , , , , , ,,
4338,Dobron,Iron,0,1,1,1,Forest, , , , , , , , ,,
4339,Burzenin,0,0,1,1,1,Grasslands, , , , , , , , ,,
4340,Poddebice,Poultry,0,2,1,2,Woods, , , , , , , , ,,
4341,Lask,Cloth,0,3,3,5,Grasslands, , , , , , , , ,,
4342,Oporow,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4343,Serokomla,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4344,Jeziorzany,0,0,1,1,1,Woods, , , , , , , , ,,
4345,Lipce Reymontowskie,Cattle,0,1,1,1,Farmlands, , , , , , , , ,,
4346,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4347,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4348,Dojilidy,Paper, ,3,3,3,Forest, , , , , , , , ,,
4349,Dojildy Gorne,Maize, ,3,3,4,Farmlands, , , , , , , , ,,
4350,Pogwizdow Nowy,Apiculture, ,2,2,2,Farmlands, , , , , , , , ,,
4351,Kotuli,Consumer Goods,Finances,3,4,3,Urban, , , , , , , , ,,
4352,Staromiescie,Confectionery, ,3,4,2,Urban, , , , , , , , ,,
4353,Zawiszy Czarnego,Metalworking, ,3,5,2,Urban, , , , , , , , ,,
4354,Zwieczyca,Fish, ,2,2,2,Floodplains, , , , , , , , ,,
4355,Zaleze,Stone, ,2,4,2,Grasslands, , , , , , , , ,,
4356,Wilkowyje,Consumer Goods,Finances,4,4,2,Urban, , , , , , , , ,,
4357,Stara Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4359,Mlynarze,0,0,1,1,1,Woods, , , , , , , , ,,
4360,Regimin,Mushrooms,0,1,1,1,Grasslands, , , , , , , , ,,
4361,Trzebiatow,Tourists,0,2,1,2,Grasslands, , , , , , ,1, ,,
4362,City of Ustka,Tourists,0,3,1,2,Coastline, , , , , , ,1, ,,
4363,Szemud,Stone,0,4,1,3,Grasslands, , , , , , , , ,,
4364,Cewice,Poultry,0,1,1,1,Forest, , , , , , , , ,,
4365,Miastko,Lumber,0,3,2,3,Forest, , , , , , , , ,,
4366,Slawoborze,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4367,Bytow,Iron,0,4,6,4,Woods, , , , , , , , ,,
4368,Borzytuchom,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4369,Rabino,Triticale,0,1,1,1,Woods, , , , , , , , ,,
4370,Koszalin Centrum, , ,2,2,1,Grasslands,2, , , , , , , ,,
4371,Biesiekierz,Lumber,Woodworking,1,1,1,Grasslands, , , , , , , , ,,
4372,Dygowo,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
4373,Okonek,0,0,1,1,1,Forest, , , , , , , , ,,
4374,Barwice,Triticale,0,1,1,1,Woods, , , , , , , , ,,
4375,Rzeczenica,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
4376,Tychowo,Dairy,0,1,1,1,Forest, , , , , , , , ,,
4377,Debnica Kaszubska,Poultry,0,1,1,1,Forest, , , , , , , , ,,
4378,Czarna Dabrowka,Barley,0,1,1,1,Grasslands, , , , , , , , ,,
4379,Kolczyglowy,Barley,0,1,1,1,Grasslands, , , , , , , , ,,
4380,Malechowo,Triticale,0,1,1,1,Woods, , , , , , , , ,,
4381,Brzesc Kujawski,Confectionery,0,2,1,2,Farmlands, , , , , , , , ,,
4382,WĹ‚ocĹ‚awek ĹšrĂłdmieĹ›cie,0,0,1,1,1,Forest, ,1, , , , , , ,,
4383,City of Radziejow,0,0,1,1,1,Farmlands, , , , , , , , ,,
4384,Sepolno Krajenskie,0,0,2,2,2,Grasslands, , , , , , , , ,,
4385,City of Czluchow,Chemicals,0,2,3,2,Farmlands, , , , , , , , ,,
4386,Kamien Krajenski,0,0,1,1,1,Farmlands, , , , , , , , ,,
4387,Sierakowice,Confectionery,0,4,2,3,Grasslands, , , , , , , , ,,
4388,Czarna Woda,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4389,Stezyca,Lumber,0,#N/A,#N/A,#N/A,Floodplains, , , , , , , , ,,
4390,Osielsko,Chemicals,0,4,2,3,Forest, , , , , , , , ,,
4391,Vivarais,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
4392,Pakosc,0,0,1,1,1,Farmlands, , , , , , , , ,,
4393,Plonia,Wheat, ,2,2,2,Farmlands, , , , , , , , ,,
4394,Sloneczne,Consumer Goods, ,5,2,4,Urban, , , , , , , , ,,
4395,Podjuchy,Chemicals, ,3,3,4,Urban, , , , , , , , ,,
4396,Skolwin,Paper, ,3,5,2,Woods, , , , , , , , ,,
4397,Miedzyodrze,Fish, ,1,1,1,Forest, , , , , , , , ,,
4398,Goclaw,Iron, ,3,4,3,Woods, , , , , , , , ,,
4399,Zelechowa,Naval supplies, ,3,5,3,Urban, , , , , , , , ,,
4400,Wyspa Pucka,Naval supplies, ,4,7,2,Urban, , , , , , , , ,,
4401,Pomorzany,Beer, ,3,4,5,Urban, , , , , , , , ,,
4402,Gumience,Consumer Goods, ,4,2,4,Urban, , , , , , , , ,,
4403,Niebuszewo,Consumer Goods,Software,5,4,5,High Urban, , , , , , , , ,,
4404,Pogodno,Consumer Goods, ,3,2,3,Urban, , , , , , , , ,,
4405,Warszewo,Consumer Goods, ,3,2,2,Woods, , , , , , , , ,,
4406,Glebokie-Pilchowo,Fish, ,2,2,2,Forest, , , , , , , , ,,
4407,Bialopole,Hemp,0,1,1,1,Farmlands, , , , , , , , ,,
4408,Webkowice,Sugar,0,1,1,1,Farmlands, , , , , , , , ,,
4409,Trzeszczany,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
4410,Oleszyce,Chemicals,0,1,1,1,Farmlands, , , , , , , , ,,
4411,Rokitno,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
4412,Tarnawatka,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4413,Stary Dzikow,Pigs,0,1,1,1,Woods, , , , , , , , ,,
4414,Dubiecko,Triticale,0,1,1,1,Grasslands, , , , , , , , ,,
4415,Komarow-Osada,Iron,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
4416,Krynica,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4417,Pruchnik,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4418,Kamien,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
4419,Chelm Srodmiescie,Tourists, ,5,1,3,Urban, , , , , , , , ,,
4420,Ruda-Huta,Glass,0,#N/A,#N/A,#N/A,Marsh, , , , , , , , ,,
4421,Dynow,Cattle,0,1,1,1,Grasslands, , , , , , , , ,,
4422,Debowiec,Tourists,0,1,1,1,Woods, , , , , , , , ,,
4423,Wola Uhruska,Glass,0,1,1,1,Woods, , , , , , , , ,,
4424,Wierzbica,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4425,City of Krasnystaw,Dairy,0,2,3,3,Farmlands,1, , , , , , , ,,
4426,Korczyna,Confectionery,0,2,1,2,Farmlands, , , , , , , , ,,
4427,Kroscienko Wyzne,Wine,0,1,1,1,Hills, ,1, , , , , , ,,
4428,Puchaczow,Coal,0,1,4,1,Farmlands, , , , , , , , ,,
4429,Sosnowica,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
4430,Wyryki,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4431,City of Wlodawa,Pigs,0,2,1,2,Grasslands, , , , , , , , ,,
4432,City of Rejowiec Fabryczny,Ceramics,0,1,1,1,Hills, , , , , , , , ,,
4433,Trawiniki,Chemicals,0,1,1,1,Farmlands, , , , , , , , ,,
4434,Jaroslaw,Pigs,0,1,1,2,Farmlands, , , , , , , , ,,
4435,Urszulin,Fish,0,1,1,1,Floodplains, , , , , , , , ,,
4436,Siedliszcze,Oil,0,1,1,1,Farmlands, , , , , , , , ,,
4437,Tarnogrod,Iron,0,1,1,1,Farmlands, , , , , , , , ,,
4438,Krasnobrod,Fruits,0,1,1,2,Farmlands, , , , , , , , ,,
4439,Zamosc Centrum,Tourists, ,4,2,3,Urban, ,1, , , , , , ,,
4441,Sitno,Stone,0,1,1,1,Grasslands, , , , , , , , ,,
4442,Adamowka,Fish,0,1,1,1,Floodplains, , , , , , , , ,,
4443,Ksiezopol,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4444,Jozefow,Stone,0,4,3,3,Forest, , , , , , , , ,,
4445,Obsza,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
4446,Szczebrzeszyn,Cattle,0,1,1,2,Farmlands, , , , , , , , ,,
4447,Aleksandrow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4448,Stary Zamosc,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4449,Drelow,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4451,Zwierzyniec,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4452,Krasnik,Stone,0,1,1,1,Woods, , , , , , , , ,,
4453,City of Przeworsk,Vodka,0,2,4,2,Farmlands, , , , , , , , ,,
4454,Markowa,Poultry,0,1,1,1,Farmlands, , , , , , , , ,,
4455,Tryncza,Triticale,0,1,1,1,Grasslands, , , , , , ,1, ,,
4456,Lanut,Metalworking,0,3,1,4,Farmlands, , , , , , , , ,,
4457,Chmielnik,Horses,0,1,1,2,Hills, , , , , , , , ,,
4458,Jawornik Polski,Triticale,0,1,1,1,Hills, , , , , , , , ,,
4459,Batorz,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
4460,Handia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4461,Lomazy,Fur,0,1,1,1,Grasslands, , , , , , , , ,,
4462,Komarowka Podlaska,Vodka,0,1,1,1,Woods, , , , , , , , ,,
4463,Zalesie,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4464,Ostrow Lubelski,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
4465,Jablonna,Fruits,0,5,1,4,Farmlands, , , , , , , , ,,
4466,Modliborzyce,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
4467,City of Lezajsk,Beer,0,1,3,2,Grasslands,1, , , , , , , ,,
4468,Nowa Sarzyna,Chemicals,0,3,1,3,Grasslands, , , , , , , , ,,
4480,Rossosz,Poultry,0,1,1,1,Grasslands, , , , , , , , ,,
4491,City of Terespol,Vegetables,0,1,1,1,Marsh, , , ,1, , , , ,,
4492,Borzechow,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4493,Mielnik,Stone,0,1,1,1,Forest, , , , , , , , ,,
4494,Janow Lubelski,Confectionery,0,2,2,2,Woods, , , , , , , , ,,
4495,City of Lancut,Paper,0,2,5,3,Farmlands, , , , , , , , ,,
4496,Ulanow,Wool,0,1,1,1,Grasslands, , , , , , , , ,,
4497,Jarocin,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4498,Belzyce,Hemp,0,2,1,2,Farmlands, , , , , , , , ,,
4499,Zakrzowek,Fruits,0,1,1,1,Hills, , , , , , , , ,,
4500,Bilgoraj,Wine,0,2,1,2,Farmlands, , , , , , , , ,,
4501,Piszczac,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4502,Glusk,Hemp,0,2,1,2,Farmlands, , , , , , , , ,,
4503,Kamionka,#N/A,#N/A,1,1,1,#N/A, , , , , , , , ,,
4504,Firlej,Tourists,0,1,1,1,Grasslands, , , , , , , , ,,
4505,Niemce,Confectionery,0,3,2,4,Farmlands, , , , , , , , ,,
4506,Serniki,Amber,0,1,1,1,Grasslands, , , , , , , , ,,
4507,Zolkiewka,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4508,Biszcza,Lumber,0,1,1,1,Woods, , , , , , , , ,,
4509,Kurylowka,Barley,0,1,1,1,Grasslands, , , , , , , , ,,
4510,Biala Podlaska,Iron,0,2,2,2,Woods, , , , , , , , ,,
4511,Biala Podlaska Centrum,Consumer Goods, ,3,2,2,Urban,2, , , , , , , ,,
4512,Koprzywnica,Wine,0,1,1,1,Farmlands, , , , , , , , ,,
4513,Konstantynow,Lumber,0,1,1,1,Woods, , , , , , , , ,,
4516,City of Garwolin,Lumber,0,2,5,3,Grasslands, , , , , , , , ,,
4520,Promna,0,0,1,1,1,Farmlands, , , , , , , , ,,
4521,Loniow,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
4523,Gruta,Cattle,0,1,1,1,Farmlands, , , , , , , , ,,
4524,Brzuze,0,0,1,1,1,Farmlands, , , , , , , , ,,
4525,Wapielsk,0,0,1,1,1,Farmlands, , , , , , , , ,,
4526,Pluznica,Wool,0,1,1,1,Grasslands, , , , , , , , ,,
4527,Olesno,Barley,0,2,3,3,Farmlands, , , , , , , , ,,
4528,Bobrowo,Pigs,0,1,1,1,Farmlands, , , , , , , , ,,
4529,Grodziczno,Triticale,0,1,1,1,Grasslands, , , , , , , , ,,
4530,Lipsk,Cattle,0,1,1,1,Woods, , , , , , , , ,,
4531,Kedzierzyny-Kozle,Sulfur,0,9,11,10,Urban,1, , , , , , , ,,
4532,Kluki,Lumber,0,1,1,1,Forest, , , , , , , , ,,
4533,City of Golub-Dobrzyn,Vegetables,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
4534,City of Jaroslaw,Glass,0,5,9,6,Farmlands, , , , , , , , ,,
4535,Bartniczka,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4536,Gozdowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4537,Sierpc,Dairy,0,1,1,1,Farmlands, , , , , , , , ,,
4538,City of Brodnica,Tourists,0,4,8,5,Farmlands,1, , , , , , , ,,
4539,Lubawa,Glass,0,1,1,1,Floodplains, , , , , , , , ,,
4540,Grajewo,Lumber,0,1,1,1,Grasslands, , , , , , , , ,,
4541,Gorzno,Stone,0,1,1,1,Forest, , , , , , , , ,,
4542,Baranowo,0,0,1,1,1,Woods, , , , , , , , ,,
4543,Czarnia,Wheat,0,1,1,1,Woods, , , , , , , , ,,
4544,Jonkowo,Cattle,0,1,1,1,Marsh, , , , , , , , ,,
4545,Szczytno,Vegetables,0,#N/A,#N/A,#N/A,Floodplains, , ,1, , , , , ,,
4546,Walcz,Fruits,0,2,1,2,Forest, , , , , , , , ,,
4547,Trzcianka,Copper,0,3,3,4,Forest, , , , , , , , ,,
4548,Resko,Consumer Goods,0,1,1,1,Forest, , , , , , , , ,,
4549,Ujscie,0,0,1,1,1,Grasslands, , , , , , ,1, ,,
4550,Bialosliwie,0,0,1,1,1,Farmlands, , , , , , , , ,,
4551,City of Swidwin,Lumber,0,2,1,2,Grasslands,2, , , , , , , ,,
4552,Lobez,Horses,0,2,1,2,Woods, , , , , , , , ,,
4553,Golczewo,Triticale,0,1,1,1,Forest, , , , , , , , ,,
4555,Rewal,Tourists,0,1,1,1,Woods, , , , , , , , ,,
4556,Kamien Pomorski,Tourists,0,2,1,2,Grasslands, , , , , , , , ,,
4557,Krajenka,0,0,1,1,1,Forest, , , , , , , , ,,
4558,Karnice,Wheat,0,1,1,1,Grasslands, , , , , , , , ,,
4559,Siemysl,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
4560,Lobzenica,0,0,1,1,1,Farmlands, , , , , , , , ,,
4561,Dlutow,Cattle,0,1,1,1,Woods, , , , , , , , ,,
4562,Parzeczew,Stone,0,1,1,1,Grasslands, , , , , , , , ,,
4563,Andrespol,Ceramics,0,2,1,2,Grasslands, , , , , , , , ,,
4564,Brzeziny,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4565,City of Belchatow,Metalworking,0,9,7,9,Urban,1, , , , , , , ,,
4566,Kairwan,Stone,0,1,1,1,Farmlands, , , , , , , , ,,
4567,Klucze,Tourists,0,2,1,2,Drylands, , , , , , , , ,,
4568,Aleksandrow Lodzki,0,0,5,3,6,Urban, , , , , , , , ,,
4569,City of Zgierz,Cloth,0,8,7,10,Urban, , , , , , , , ,,
4570,Orchowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4571,City of Slupca,0,0,1,3,2,Farmlands,1, , , , , , , ,,
4572,City of Olesnica,Paper,0,5,6,6,Urban,1, , , , , , , ,,
4573,Zagorow,0,0,1,1,1,Grasslands, , , , , , , , ,,
4574,Nowe Skalmierzyce,0,0,3,6,3,Farmlands, , , , , , , , ,,
4575,Ostrow Wielkopolski,0,0,2,2,3,Grasslands, ,1, , , , , , ,,
4576,Skarbimierz,Oil,0,1,3,1,Farmlands, , , , , , ,1, ,,
4578,Pakoslawice,Pigs,0,1,1,1,Grasslands, , , , , , , , ,,
4579,Sycow,Vegetables,0,2,2,3,Woods, , , , , , , , ,,
4580,Olawa,Pigs,0,3,2,2,Grasslands, , , , , , , , ,,
4581,Kolaczkowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4582,Pleszew,0,0,4,5,5,Farmlands, , , , , , , , ,,
4583,Sosnie,0,0,1,1,1,Forest, , , , , , , , ,,
4584,Witkowo,Dairy,0,2,1,2,Farmlands, , , , , , , , ,,
4585,Wrzesnia,0,0,7,12,9,Urban, , , , , , , , ,,
4586,Nowe Miasto nad Warta,0,0,1,1,1,Farmlands, , , , , , , , ,,
4587,Dlugoleka,Poultry,0,7,5,8,Urban, , , , , , , , ,,
4588,Jutrosin,0,0,1,1,1,Grasslands, , , , , , , , ,,
4589,Zmigrod,Vegetables,0,2,1,2,Farmlands, , , , , , , , ,,
4590,Krotszyn,0,0,6,16,7,Urban, , , , , , , , ,,
4591,Miloslaw,Beer,0,1,1,1,Grasslands, , , , , , , , ,,
4592,Pepowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4593,Jaraczewo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4594,Wiszina Mala,Triticale,0,2,1,2,Woods, , , , , , , , ,,
4595,Dolsk,0,0,1,1,1,Farmlands, , , , , , , , ,,
4596,Szamotuly,Oil,0,4,4,5,Urban,1, , , , , , , ,,
4597,Ksiaz Wielkopolski,0,0,1,1,1,Grasslands, , , , , , , , ,,
4598,Twardogora,Lumber,0,2,2,2,Forest, , , , , , , , ,,
4599,Tarnowo Podgorne,0,0,8,22,6,Urban, , , , , , , , ,,
4600,Obrzycko,Stone,0,1,1,1,Grasslands, , , , , , , , ,,
4601,Komorniki,Lumber,0,1,1,1,Farmlands, , , , , , , , ,,
4602,Motilones,0,0,7,14,6,Urban, , , , , , , , ,,
4603,Mosina,0,0,5,3,6,Urban, , , , , , , , ,,
4604,Nowa Sol,Lumber,0,1,1,1,Woods, , , , , , , , ,,
4605,Otyn,Vegetables,0,1,1,1,Woods, , , , , , , , ,,
4606,Rzgow,0,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
4607,Granowo,0,0,1,1,1,Farmlands, , , , , , , , ,,
4608,Opalenica,0,0,2,2,3,Farmlands, , , , , , , , ,,
4609,Duszniki,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
4610,Puszczykowo,0,0,1,1,1,Forest, , , , , , , , ,,
4611,Buk,0,0,2,2,2,Farmlands, , , , , , , , ,,
4612,Wolsztyn,0,0,4,7,5,Urban, , , , , , , , ,,
4613,Tomysl,0,0,5,9,5,Woods, , , , , , , , ,,
4614,Grodzisk Wielkopolski,0,0,3,4,3,Woods, , , , , , , , ,,
4615,Osieczna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
4616,Rydzyna,0,0,1,2,1,Farmlands, , , , , , , , ,,
4617,Glogow,Copper,0,1,1,1,Grasslands, , , , , , , , ,,
4618,Gniezno,Iron,0,2,1,2,Grasslands, , , , , , , , ,,
4619,Kornik,0,0,7,11,6,Urban, , , , , , , , ,,
4620,Swarzedz,0,0,9,12,10,Urban, , , , , , , , ,,
4621,City of Koscian,0,0,3,4,4,Farmlands,1, , , , , , , ,,
4622,City of Inowroclaw,Salt,0,11,12,12,Urban,2, , , , , , , ,,
4623,Kostrzyn,0,0,3,3,3,Farmlands, , , , , , , , ,,
4624,Czerniejowo,0,0,1,1,1,Woods, , , , , , , , ,,
4625,Slocina,Vegetables, ,2,3,2,Farmlands, , , , , , , , ,,
4626,MatysĂłwka,Lumber, ,2,3,2,Hills, , , , , , , , ,,
4627,Przybyszowka,Horses, ,2,3,2,Hills, , , , , , , , ,,
4628,Drabinianka,Consumer Goods, ,2,4,2,Grasslands, , , , , , , , ,,
4629,Nowe Miasto,Consumer Goods, ,4,4,2,Urban, , , , , , , , ,,
4630,Zalesie,Consumer Goods, ,3,4,3,Urban, , , , , , , , ,,
4631,Bzianka,Cattle, ,3,2,2,Grasslands, , , , , , , , ,,
4632,Biala,Wine, ,2,2,2,Hills, , , , , , , , ,,
4633,Budziwoj,Wheat, ,2,2,2,Farmlands, , , , , , , , ,,
4634,Slichowice,Confectionery, ,5,4,6,Urban, , , , , , , , ,,
4635,Herby,Metalworking, ,2,6,1,Urban, , , , , , , , ,,
4636,Skrzetle,Iron, ,2,8,1,Urban, , , , , , , , ,,
4637,Szydlowek,Lumber, ,5,4,3,Urban, , , , , , , , ,,
4638,Os Na Stoku,Fruits, ,5,3,6,Urban, , , , , , , , ,,
4639,Zalesie,Lumber, ,2,3,1,Woods, , , , , , , , ,,
4640,Brzeg,Confectionery,0,5,4,6,Urban,1, , , , , , , ,,
4641,Przeworno,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
4642,Chocz,0,0,1,1,1,Woods, , , , , , , , ,,
4643,Mikstat,0,0,1,1,1,Grasslands, , , , , , , , ,,
4644,Pilica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
4645,Nysa,Confectionery,0,8,9,10,Urban,1, , , , , , , ,,
4646,Ostrowite,0,0,1,1,1,Farmlands, , , , , , , , ,,
4647,Bilaznow,0,0,1,1,1,Farmlands, , , , , , , , ,,
4648,Popielow,Poultry,0,1,1,1,Woods, , , , , , , , ,,
